Time Stamp,Capitl,Centrl,Dunwod,Genese,Hud Vl,Longil,Mhk Vl,Millwd,N.Y.C.,North,West,NYISO
2/21/2018 8:00,1410,1933,669,1144,1121,2259,828,330,6155,533,1795,18177
2/21/2018 9:00,1457,1951,691,1163,1152,2327,872,336,6387,538,1847,18721
2/21/2018 10:00,1456,1966,704,1175,1161,2352,874,335,6466,541,1866,18896
2/21/2018 11:00,1451,1965,704,1173,1162,2358,870,332,6494,541,1868,18918
2/21/2018 12:00,1439,1956,703,1165,1152,2343,859,329,6488,541,1855,18830
2/21/2018 13:00,1435,1953,702,1162,1151,2339,859,327,6472,540,1855,18795
2/21/2018 14:00,1430,1942,700,1152,1148,2356,855,326,6437,538,1847,18731
2/21/2018 15:00,1435,1937,708,1146,1157,2393,851,332,6462,539,1832,18792
2/21/2018 16:00,1476,1982,722,1168,1197,2502,871,348,6539,549,1842,19196
2/21/2018 17:00,1522,2066,739,1222,1264,2648,898,373,6632,559,1893,19816
2/21/2018 18:00,1498,2058,725,1220,1260,2635,897,380,6485,559,1902,19619
2/21/2018 19:00,1458,2013,701,1188,1227,2545,875,370,6293,555,1872,19097
2/21/2018 20:00,1418,1953,673,1151,1186,2439,848,353,6074,550,1837,18482
2/21/2018 21:00,1368,1874,643,1104,1132,2318,823,331,5828,541,1805,17767
2/21/2018 22:00,1302,1777,604,1039,1064,2169,782,303,5539,531,1740,16850
2/21/2018 23:00,1233,1688,567,977,991,2009,734,276,5204,525,1660,15864
2/22/2018 0:00,1157,1600,529,923,919,1869,663,256,4926,511,1596,14949
2/22/2018 1:00,1121,1551,502,891,877,1767,634,244,4693,507,1553,14340
2/22/2018 2:00,1106,1522,485,873,859,1707,624,238,4543,504,1527,13988
2/22/2018 3:00,1106,1514,478,868,853,1675,622,236,4459,505,1512,13828
2/22/2018 4:00,1125,1530,481,880,864,1682,636,238,4448,509,1518,13911
2/22/2018 5:00,1165,1584,496,911,898,1734,662,250,4553,521,1551,14325
2/22/2018 6:00,1237,1663,522,961,951,1846,702,266,4739,534,1608,15029
2/22/2018 7:00,1295,1749,559,1018,1000,1954,751,284,4949,547,1673,15779
2/22/2018 8:00,1349,1810,594,1054,1047,2053,797,301,5202,559,1715,16481
2/22/2018 9:00,1453,1865,631,1104,1117,2163,875,313,5493,572,1785,17371
2/22/2018 10:00,1466,1878,652,1120,1141,2188,886,318,5674,576,1808,17707
2/22/2018 11:00,1456,1869,663,1118,1150,2186,883,319,5765,576,1802,17787
2/22/2018 12:00,1436,1854,665,1106,1142,2176,873,319,5804,573,1790,17738
2/22/2018 13:00,1422,1830,661,1094,1134,2165,862,316,5794,571,1778,17627
2/22/2018 14:00,1417,1822,658,1083,1135,2181,855,317,5783,566,1769,17586
2/22/2018 15:00,1431,1830,665,1086,1151,2221,858,324,5813,562,1766,17707
2/22/2018 16:00,1487,1884,687,1114,1206,2355,883,344,5899,568,1793,18220
2/22/2018 17:00,1563,1989,721,1186,1298,2568,926,375,6068,578,1879,19151
2/22/2018 18:00,1556,2003,720,1195,1311,2586,932,386,6097,576,1907,19269
2/22/2018 19:00,1528,1975,705,1169,1288,2515,912,379,6021,570,1882,18944
2/22/2018 20:00,1499,1930,687,1142,1254,2434,888,365,5889,562,1858,18508
2/22/2018 21:00,1461,1873,669,1103,1214,2336,860,347,5738,554,1820,17975
2/22/2018 22:00,1409,1795,639,1047,1156,2209,827,322,5542,544,1762,17252
2/22/2018 23:00,1345,1728,606,998,1090,2067,789,299,5292,535,1695,16444
2/23/2018 0:00,1234,1672,563,953,994,1937,715,272,5000,524,1633,15497
2/23/2018 1:00,1191,1629,536,922,948,1848,686,259,4795,518,1594,14926
2/23/2018 2:00,1173,1606,517,904,926,1792,674,254,4653,516,1569,14584
2/23/2018 3:00,1172,1600,510,897,918,1765,671,253,4569,517,1555,14427
2/23/2018 4:00,1183,1610,512,905,926,1773,681,255,4556,521,1557,14479
2/23/2018 5:00,1208,1644,521,924,952,1808,697,265,4627,531,1575,14752
2/23/2018 6:00,1254,1696,539,956,987,1871,726,279,4743,546,1610,15207
2/23/2018 7:00,1296,1761,560,1001,1019,1915,768,292,4849,561,1651,15673
2/23/2018 8:00,1354,1833,588,1039,1068,1980,821,305,5054,575,1690,16307
2/23/2018 9:00,1447,1897,626,1091,1130,2067,898,320,5336,587,1754,17153
2/23/2018 10:00,1464,1922,652,1111,1152,2095,911,327,5544,590,1776,17544
2/23/2018 11:00,1467,1932,664,1121,1154,2097,912,328,5663,591,1785,17714
2/23/2018 12:00,1456,1939,665,1125,1155,2110,905,326,5713,587,1782,17763
2/23/2018 13:00,1450,1928,662,1122,1149,2121,895,324,5731,582,1779,17743
2/23/2018 14:00,1454,1924,660,1119,1164,2161,888,324,5737,578,1780,17789
2/23/2018 15:00,1482,1944,669,1125,1196,2246,891,331,5798,579,1787,18048
2/23/2018 16:00,1555,2010,700,1158,1270,2408,923,354,5914,593,1830,18715
2/23/2018 17:00,1658,2145,752,1247,1379,2678,974,393,6163,610,1937,19936
2/23/2018 18:00,1659,2171,761,1264,1397,2727,983,409,6252,610,1977,20210
2/23/2018 19:00,1632,2142,751,1237,1376,2683,967,406,6230,605,1953,19982
2/23/2018 20:00,1591,2080,737,1203,1333,2605,935,394,6158,598,1921,19555
2/23/2018 21:00,1519,1982,710,1152,1265,2473,892,371,6021,584,1871,18840
2/23/2018 22:00,1439,1876,665,1084,1186,2298,845,341,5789,571,1801,17895
2/23/2018 23:00,1370,1804,622,1030,1115,2128,809,313,5492,563,1733,16979
2/24/2018 0:00,1335,1733,594,1000,1055,2067,778,294,5348,545,1675,16424
2/24/2018 1:00,1306,1689,573,971,1019,1986,754,285,5122,539,1641,15885
2/24/2018 2:00,1300,1669,562,956,1007,1943,749,283,4992,539,1622,15622
2/24/2018 3:00,1309,1669,558,958,1010,1931,753,284,4942,542,1615,15571
2/24/2018 4:00,1344,1716,571,986,1034,1972,781,293,4991,550,1635,15873
2/24/2018 5:00,1437,1844,612,1063,1108,2103,851,319,5259,569,1711,16876
2/24/2018 6:00,1608,2068,695,1192,1237,2358,966,362,5807,601,1853,18747
2/24/2018 7:00,1685,2180,759,1269,1302,2511,1023,385,6347,617,1951,20029
2/24/2018 8:00,1646,2150,757,1260,1292,2491,1013,381,6629,611,1942,20172
2/24/2018 9:00,1638,2116,757,1255,1296,2461,1030,378,6784,607,1939,20261
2/24/2018 10:00,1606,2089,757,1249,1269,2416,1015,370,6824,602,1937,20134
2/24/2018 11:00,1581,2058,747,1236,1240,2383,991,360,6824,597,1927,19944
2/24/2018 12:00,1551,2024,737,1220,1210,2350,968,351,6794,591,1903,19699
2/24/2018 13:00,1541,2014,734,1215,1199,2355,958,347,6778,584,1902,19627
2/24/2018 14:00,1537,2003,731,1206,1200,2387,948,346,6758,580,1890,19586
2/24/2018 15:00,1560,2003,748,1210,1231,2470,950,355,6808,579,1876,19790
2/24/2018 16:00,1635,2076,780,1235,1303,2639,988,377,6939,590,1907,20469
2/24/2018 17:00,1730,2191,821,1301,1406,2879,1039,410,7133,603,1990,21503
2/24/2018 18:00,1727,2195,826,1295,1421,2907,1041,423,7036,601,1992,21464
2/24/2018 19:00,1694,2157,812,1265,1403,2847,1020,418,6870,595,1957,21038
2/24/2018 20:00,1652,2090,787,1230,1369,2758,985,405,6673,586,1917,20452
2/24/2018 21:00,1569,1976,748,1163,1301,2603,928,381,6418,569,1851,19507
2/24/2018 22:00,1460,1831,687,1075,1204,2383,859,344,6058,550,1752,18203
2/24/2018 23:00,1363,1714,628,1000,1107,2157,795,310,5614,538,1646,16872
2/25/2018 0:00,1268,1637,576,939,1007,1971,724,280,5192,524,1577,15695
2/25/2018 1:00,1232,1589,552,906,964,1879,696,268,4949,516,1535,15086
2/25/2018 2:00,1216,1562,540,886,945,1824,684,265,4802,511,1513,14748
2/25/2018 3:00,1213,1560,533,883,940,1806,680,264,4737,510,1502,14628
2/25/2018 4:00,1238,1595,540,907,955,1838,697,270,4767,515,1524,14846
2/25/2018 5:00,1317,1713,575,982,1015,1957,753,293,5018,529,1599,15751
2/25/2018 6:00,1469,1916,645,1107,1126,2192,853,331,5546,555,1743,17483
2/25/2018 7:00,1542,2022,703,1187,1191,2346,907,354,6076,567,1847,18742
2/25/2018 8:00,1522,2006,708,1186,1200,2364,909,353,6367,562,1843,19020
2/25/2018 9:00,1541,1999,723,1193,1225,2392,934,355,6545,561,1855,19323
2/25/2018 10:00,1532,1995,732,1194,1224,2392,930,353,6611,559,1865,19387
2/25/2018 11:00,1519,1978,729,1182,1216,2376,919,347,6633,557,1856,19312
2/25/2018 12:00,1500,1955,725,1166,1199,2352,902,342,6627,554,1834,19156
2/25/2018 13:00,1489,1943,723,1158,1190,2343,897,338,6621,550,1832,19084
2/25/2018 14:00,1480,1918,719,1143,1190,2364,884,337,6594,547,1814,18990
2/25/2018 15:00,1487,1912,729,1142,1202,2407,879,343,6634,545,1803,19083
2/25/2018 16:00,1543,1961,748,1164,1255,2542,905,362,6740,554,1832,19606
2/25/2018 17:00,1608,2062,774,1232,1332,2736,942,390,6890,563,1918,20447
2/25/2018 18:00,1589,2064,765,1234,1329,2745,939,399,6742,560,1932,20298
2/25/2018 19:00,1553,2021,746,1200,1299,2678,913,391,6561,554,1899,19815
2/25/2018 20:00,1509,1958,719,1165,1262,2588,880,374,6352,545,1855,19207
2/25/2018 21:00,1433,1846,683,1102,1194,2444,830,348,6096,530,1795,18301
2/25/2018 22:00,1335,1714,632,1020,1103,2239,767,313,5743,514,1701,17081
2/25/2018 23:00,1245,1608,582,951,1013,2032,706,280,5327,503,1598,15845
2/26/2018 0:00,1159,1535,535,888,926,1852,637,253,4927,480,1504,14696
2/26/2018 1:00,1127,1493,511,860,885,1763,615,243,4693,472,1466,14128
2/26/2018 2:00,1112,1465,498,842,866,1709,605,239,4551,468,1449,13804
2/26/2018 3:00,1108,1457,492,839,859,1688,600,238,4485,467,1440,13673
2/26/2018 4:00,1129,1488,499,860,872,1716,616,243,4515,472,1458,13868
2/26/2018 5:00,1202,1595,532,926,929,1828,665,266,4764,487,1519,14713
2/26/2018 6:00,1343,1778,599,1041,1033,2051,753,301,5286,512,1640,16337
2/26/2018 7:00,1415,1886,662,1118,1099,2213,805,321,5810,526,1739,17594
2/26/2018 8:00,1409,1889,672,1128,1114,2253,812,321,6116,525,1754,17993
2/26/2018 9:00,1446,1903,694,1144,1143,2310,851,322,6337,529,1800,18479
2/26/2018 10:00,1443,1914,706,1158,1151,2328,852,320,6416,531,1821,18640
2/26/2018 11:00,1432,1910,705,1158,1151,2333,847,316,6445,531,1830,18658
2/26/2018 12:00,1417,1897,703,1150,1141,2320,835,313,6439,529,1821,18565
2/26/2018 13:00,1407,1894,700,1149,1138,2315,833,311,6427,527,1825,18526
2/26/2018 14:00,1398,1886,697,1142,1132,2332,830,311,6397,523,1822,18470
2/26/2018 15:00,1409,1883,705,1138,1140,2371,827,316,6424,524,1811,18548
2/26/2018 16:00,1455,1929,718,1162,1182,2484,850,332,6500,534,1822,18968
2/26/2018 17:00,1505,2017,732,1218,1245,2635,881,359,6593,544,1872,19601
2/26/2018 18:00,1482,2012,718,1218,1241,2625,883,368,6433,544,1881,19405
2/26/2018 19:00,1444,1967,694,1186,1208,2536,860,358,6234,541,1851,18879
2/26/2018 20:00,1403,1905,668,1148,1167,2425,831,342,6017,537,1814,18257
2/26/2018 21:00,1350,1828,638,1099,1112,2301,803,320,5771,529,1785,17536
2/26/2018 22:00,1284,1735,600,1034,1044,2148,764,292,5487,518,1723,16629
2/26/2018 23:00,1215,1652,563,976,972,1987,718,265,5155,513,1649,15665
2/27/2018 0:00,1145,1594,525,939,902,1856,658,253,4907,499,1615,14893
2/27/2018 1:00,1112,1552,498,912,862,1757,633,240,4674,496,1581,14317
2/27/2018 2:00,1099,1531,482,898,846,1699,624,234,4521,494,1559,13987
2/27/2018 3:00,1098,1527,473,896,841,1667,624,231,4436,497,1549,13839
2/27/2018 4:00,1115,1546,476,909,850,1675,640,234,4421,502,1556,13924
2/27/2018 5:00,1153,1603,491,942,881,1725,667,245,4520,515,1588,14330
2/27/2018 6:00,1219,1681,517,993,929,1831,707,260,4689,530,1642,14998
2/27/2018 7:00,1274,1762,551,1051,976,1933,755,275,4887,546,1703,15713
2/27/2018 8:00,1326,1825,581,1086,1013,2023,803,290,5129,559,1744,16379
2/27/2018 9:00,1421,1888,614,1137,1066,2130,882,297,5404,572,1808,17219
2/27/2018 10:00,1437,1909,630,1157,1087,2146,894,301,5571,576,1831,17539
2/27/2018 11:00,1431,1908,640,1159,1091,2142,892,301,5649,576,1831,17620
2/27/2018 12:00,1418,1899,641,1151,1083,2129,883,300,5677,571,1823,17575
2/27/2018 13:00,1407,1881,635,1141,1076,2126,873,297,5669,569,1814,17488
2/27/2018 14:00,1404,1872,635,1133,1081,2148,867,299,5656,565,1809,17469
2/27/2018 15:00,1418,1878,645,1136,1100,2208,869,307,5692,565,1809,17627
2/27/2018 16:00,1472,1931,669,1164,1153,2345,894,329,5779,573,1840,18149
2/27/2018 17:00,1541,2030,700,1235,1235,2552,932,359,5946,585,1928,19043
2/27/2018 18:00,1527,2040,696,1242,1243,2564,936,369,5974,583,1955,19129
2/27/2018 19:00,1495,2006,680,1211,1216,2495,916,361,5901,577,1924,18782
2/27/2018 20:00,1462,1961,661,1178,1180,2411,892,347,5772,571,1891,18326
2/27/2018 21:00,1422,1902,645,1135,1138,2311,864,328,5623,562,1850,17780
2/27/2018 22:00,1367,1823,616,1076,1079,2182,829,303,5430,552,1790,17047
2/27/2018 23:00,1303,1755,584,1023,1015,2043,790,282,5187,543,1723,16248
2/28/2018 0:00,1214,1706,552,978,954,1931,719,265,4932,528,1674,15453
2/28/2018 1:00,1177,1662,526,948,916,1847,691,255,4742,522,1636,14922
2/28/2018 2:00,1163,1639,510,930,899,1796,680,252,4608,519,1611,14607
2/28/2018 3:00,1166,1633,505,924,896,1774,678,252,4536,520,1598,14482
2/28/2018 4:00,1181,1644,511,932,909,1787,690,257,4533,524,1599,14567
2/28/2018 5:00,1210,1679,525,952,941,1826,706,268,4616,535,1616,14874
2/28/2018 6:00,1262,1732,546,983,982,1892,736,281,4744,549,1647,15354
2/28/2018 7:00,1306,1802,569,1029,1015,1933,780,292,4848,565,1686,15825
2/28/2018 8:00,1360,1878,599,1068,1059,1998,835,303,5050,581,1719,16450
2/28/2018 9:00,1451,1941,636,1119,1106,2074,909,312,5311,592,1769,17220
2/28/2018 10:00,1463,1961,659,1135,1121,2100,921,318,5504,595,1779,17556
2/28/2018 11:00,1464,1964,670,1144,1127,2104,919,319,5621,595,1783,17710
2/28/2018 12:00,1453,1965,672,1147,1133,2123,911,317,5673,591,1776,17761
2/28/2018 13:00,1451,1952,669,1144,1138,2142,901,316,5697,586,1771,17767
2/28/2018 14:00,1459,1949,669,1137,1157,2188,893,319,5717,582,1770,17840
2/28/2018 15:00,1492,1970,675,1143,1190,2273,899,327,5778,585,1780,18112
2/28/2018 16:00,1570,2038,704,1178,1267,2434,935,350,5898,600,1826,18800
2/28/2018 17:00,1676,2183,755,1272,1386,2715,993,393,6157,620,1942,20092
2/28/2018 18:00,1682,2217,768,1294,1409,2772,1007,412,6265,622,1990,20438
2/28/2018 19:00,1658,2190,761,1267,1392,2730,992,411,6253,619,1968,20241
2/28/2018 20:00,1619,2128,751,1231,1351,2657,960,398,6183,612,1937,19827
2/28/2018 21:00,1551,2034,729,1180,1281,2526,920,375,6045,598,1886,19125
2/28/2018 22:00,1474,1928,684,1113,1202,2353,874,343,5811,585,1815,18182
2/28/2018 23:00,1403,1858,641,1059,1130,2185,837,313,5505,577,1750,17258
3/1/2018 0:00,1330,1817,602,1036,1067,2088,800,286,5170,567,1716,16479
3/1/2018 1:00,1304,1787,582,1012,1037,2026,784,279,4999,563,1698,16071
3/1/2018 2:00,1308,1774,571,1001,1024,1989,782,277,4877,561,1688,15852
3/1/2018 3:00,1321,1778,565,1002,1023,1980,786,276,4814,563,1689,15797
3/1/2018 4:00,1349,1829,572,1030,1044,2007,812,280,4842,570,1711,16046
3/1/2018 5:00,1412,1931,598,1094,1094,2089,855,296,5020,585,1775,16749
3/1/2018 6:00,1512,2079,639,1181,1169,2222,931,321,5354,609,1870,17887
3/1/2018 7:00,1574,2175,675,1256,1219,2324,982,342,5662,624,1940,18773
3/1/2018 8:00,1591,2216,704,1277,1249,2392,1007,350,5958,628,1961,19333
3/1/2018 9:00,1610,2246,732,1305,1274,2452,1046,356,6211,631,2007,19870
3/1/2018 10:00,1604,2250,752,1308,1270,2465,1042,361,6353,631,2022,20058
3/1/2018 11:00,1594,2232,750,1305,1256,2440,1026,357,6426,629,2030,20045
3/1/2018 12:00,1557,2203,741,1299,1244,2415,1011,352,6423,620,2012,19877
3/1/2018 13:00,1558,2193,737,1294,1230,2425,1005,350,6426,613,2006,19837
3/1/2018 14:00,1562,2181,741,1280,1239,2455,995,351,6411,609,1997,19821
3/1/2018 15:00,1586,2169,745,1273,1259,2532,984,356,6468,611,1985,19968
3/1/2018 16:00,1655,2212,770,1289,1331,2671,1019,378,6575,626,1992,20518
3/1/2018 17:00,1776,2343,818,1369,1440,2937,1072,418,6807,646,2079,21705
3/1/2018 18:00,1795,2369,823,1386,1459,2984,1083,435,6815,652,2099,21900
3/1/2018 19:00,1768,2337,810,1359,1443,2920,1068,430,6710,649,2071,21565
3/1/2018 20:00,1719,2270,787,1315,1401,2808,1034,413,6562,640,2028,20977
3/1/2018 21:00,1631,2151,750,1251,1335,2640,995,388,6343,625,1969,20078
3/1/2018 22:00,1529,2004,696,1163,1245,2435,938,353,6042,610,1883,18898
3/1/2018 23:00,1451,1914,649,1098,1165,2247,893,323,5688,600,1796,17824
3/2/2018 0:00,1251,1611,566,936,994,1945,710,273,5108,519,1565,15478
3/2/2018 1:00,1215,1563,542,903,951,1853,686,262,4865,510,1524,14874
3/2/2018 2:00,1198,1536,530,883,932,1798,674,258,4719,505,1503,14536
3/2/2018 3:00,1195,1533,523,880,926,1778,670,258,4653,504,1492,14412
3/2/2018 4:00,1220,1571,530,905,942,1807,687,264,4684,509,1514,14633
3/2/2018 5:00,1301,1692,565,980,1004,1922,742,287,4938,524,1588,15543
3/2/2018 6:00,1455,1905,636,1107,1119,2151,843,326,5473,551,1730,17296
3/2/2018 7:00,1527,2016,695,1188,1182,2302,896,347,6007,562,1832,18554
3/2/2018 8:00,1504,2002,697,1188,1185,2315,894,344,6303,557,1828,18817
3/2/2018 9:00,1513,2001,709,1195,1203,2334,896,339,6474,555,1839,19058
3/2/2018 10:00,1502,1996,714,1196,1197,2338,893,335,6539,554,1851,19115
3/2/2018 11:00,1487,1977,710,1187,1186,2322,883,329,6560,553,1842,19036
3/2/2018 12:00,1467,1953,706,1172,1166,2303,868,324,6556,549,1822,18886
3/2/2018 13:00,1457,1940,703,1164,1154,2292,861,321,6551,546,1819,18808
3/2/2018 14:00,1449,1916,703,1150,1153,2313,849,321,6524,542,1799,18719
3/2/2018 15:00,1461,1908,714,1146,1168,2366,847,329,6563,541,1791,18834
3/2/2018 16:00,1521,1952,735,1169,1226,2506,877,349,6676,551,1820,19382
3/2/2018 17:00,1593,2049,763,1240,1307,2708,924,381,6833,561,1906,20265
3/2/2018 18:00,1577,2051,755,1241,1311,2720,924,391,6691,558,1918,20137
3/2/2018 19:00,1542,2013,737,1207,1283,2652,897,384,6511,552,1886,19664
3/2/2018 20:00,1498,1954,711,1172,1248,2556,860,368,6302,543,1842,19054
3/2/2018 21:00,1418,1842,676,1109,1180,2409,803,342,6042,527,1782,18130
3/2/2018 22:00,1320,1709,624,1026,1089,2206,737,306,5688,511,1689,16905
3/2/2018 23:00,1230,1601,575,957,999,2003,677,273,5273,500,1587,15675
3/3/2018 0:00,1149,1521,528,888,909,1832,623,247,4864,479,1493,14533
3/3/2018 1:00,1117,1476,505,858,870,1744,602,236,4637,471,1455,13971
3/3/2018 2:00,1103,1447,493,840,853,1690,590,233,4502,466,1440,13657
3/3/2018 3:00,1098,1439,486,837,847,1668,584,232,4436,465,1431,13523
3/3/2018 4:00,1119,1469,493,860,859,1696,599,237,4466,470,1450,13718
3/3/2018 5:00,1193,1576,525,928,916,1806,649,259,4713,485,1512,14562
3/3/2018 6:00,1336,1758,589,1045,1016,2028,739,293,5224,510,1631,16169
3/3/2018 7:00,1407,1865,652,1123,1077,2188,791,312,5742,522,1728,17407
3/3/2018 8:00,1399,1865,662,1131,1091,2227,794,312,6056,521,1739,17797
3/3/2018 9:00,1429,1877,684,1143,1122,2283,801,311,6275,523,1776,18224
3/3/2018 10:00,1426,1881,697,1154,1131,2305,801,311,6362,524,1792,18384
3/3/2018 11:00,1416,1871,698,1151,1131,2313,795,308,6399,523,1797,18402
3/3/2018 12:00,1398,1854,697,1139,1122,2302,784,305,6402,520,1788,18311
3/3/2018 13:00,1390,1848,695,1137,1119,2302,778,304,6395,517,1795,18280
3/3/2018 14:00,1382,1837,693,1130,1117,2320,776,305,6371,512,1793,18236
3/3/2018 15:00,1390,1830,701,1128,1127,2360,775,310,6402,512,1784,18319
3/3/2018 16:00,1435,1881,714,1155,1169,2472,804,326,6483,521,1798,18758
3/3/2018 17:00,1485,1971,728,1215,1228,2622,851,352,6575,531,1856,19414
3/3/2018 18:00,1460,1972,712,1219,1219,2609,856,360,6410,531,1871,19219
3/3/2018 19:00,1419,1927,686,1188,1183,2517,829,350,6202,528,1840,18669
3/3/2018 20:00,1374,1865,659,1149,1143,2403,791,333,5981,523,1801,18022
3/3/2018 21:00,1318,1789,628,1099,1090,2274,752,311,5730,515,1773,17279
3/3/2018 22:00,1248,1698,590,1035,1024,2119,709,283,5448,505,1713,16372
3/3/2018 23:00,1179,1619,554,977,953,1959,664,256,5120,499,1641,15421
3/4/2018 0:00,1117,1584,516,940,891,1836,643,247,4902,494,1614,14784
3/4/2018 1:00,1084,1550,490,917,849,1741,623,235,4661,492,1582,14224
3/4/2018 2:00,1073,1534,474,904,832,1685,616,229,4508,492,1562,13909
3/4/2018 3:00,1073,1536,467,904,827,1656,619,227,4419,494,1554,13776
3/4/2018 4:00,1092,1559,470,920,837,1664,636,229,4401,499,1563,13870
3/4/2018 5:00,1131,1621,483,954,869,1713,665,239,4488,512,1596,14271
3/4/2018 6:00,1203,1702,508,1007,919,1819,708,254,4635,526,1651,14932
3/4/2018 7:00,1262,1784,544,1064,966,1918,758,269,4826,541,1709,15641
3/4/2018 8:00,1321,1852,577,1102,1012,2018,809,284,5073,555,1753,16356
3/4/2018 9:00,1408,1926,611,1157,1078,2131,865,289,5335,569,1811,17180
3/4/2018 10:00,1428,1955,630,1177,1105,2158,879,294,5506,573,1834,17539
3/4/2018 11:00,1429,1955,641,1180,1117,2161,879,296,5602,574,1835,17669
3/4/2018 12:00,1420,1948,645,1173,1117,2166,873,297,5651,570,1826,17686
3/4/2018 13:00,1408,1929,641,1163,1110,2170,867,296,5665,568,1819,17636
3/4/2018 14:00,1411,1922,643,1153,1111,2184,862,301,5673,565,1817,17642
3/4/2018 15:00,1430,1926,651,1153,1127,2237,869,310,5716,566,1818,17803
3/4/2018 16:00,1492,1976,673,1178,1177,2370,900,332,5824,573,1852,18347
3/4/2018 17:00,1577,2075,710,1249,1268,2582,950,367,6010,586,1945,19319
3/4/2018 18:00,1571,2088,711,1256,1282,2611,958,381,6055,587,1975,19475
3/4/2018 19:00,1538,2056,697,1227,1259,2545,938,375,5989,583,1943,19150
3/4/2018 20:00,1501,2015,680,1195,1223,2459,908,359,5857,578,1904,18679
3/4/2018 21:00,1457,1958,664,1152,1184,2356,877,340,5709,572,1859,18128
3/4/2018 22:00,1399,1879,636,1094,1125,2228,840,315,5521,564,1796,17397
3/4/2018 23:00,1333,1813,605,1040,1062,2094,800,293,5287,557,1728,16612
3/5/2018 0:00,1248,1772,571,999,987,2009,742,274,5078,543,1685,15908
3/5/2018 1:00,1213,1732,547,969,947,1933,717,264,4890,539,1650,15401
3/5/2018 2:00,1201,1711,531,953,929,1885,707,260,4754,538,1627,15096
3/5/2018 3:00,1203,1706,524,947,924,1865,707,260,4675,541,1615,14967
3/5/2018 4:00,1218,1715,529,956,933,1878,719,264,4662,546,1617,15037
3/5/2018 5:00,1245,1750,539,975,962,1914,735,274,4729,557,1633,15313
3/5/2018 6:00,1295,1804,557,1005,1001,1970,766,287,4831,571,1664,15751
3/5/2018 7:00,1339,1874,579,1052,1035,2009,811,298,4923,586,1700,16206
3/5/2018 8:00,1396,1953,607,1090,1081,2066,868,308,5113,602,1734,16818
3/5/2018 9:00,1483,2019,640,1136,1131,2139,927,315,5342,613,1782,17527
3/5/2018 10:00,1497,2039,662,1147,1141,2171,939,320,5542,614,1792,17864
3/5/2018 11:00,1495,2037,672,1152,1145,2176,938,321,5664,613,1795,18008
3/5/2018 12:00,1481,2032,675,1153,1146,2185,932,320,5718,607,1789,18038
3/5/2018 13:00,1473,2014,671,1148,1142,2199,921,319,5743,603,1784,18017
3/5/2018 14:00,1472,1998,670,1142,1153,2227,912,321,5756,597,1786,18034
3/5/2018 15:00,1497,2009,676,1147,1181,2307,915,328,5814,597,1797,18268
3/5/2018 16:00,1567,2073,704,1184,1252,2467,955,351,5934,612,1840,18939
3/5/2018 17:00,1673,2219,757,1283,1369,2750,1019,394,6200,631,1955,20250
3/5/2018 18:00,1680,2259,768,1307,1391,2804,1034,412,6308,634,2002,20599
3/5/2018 19:00,1656,2229,759,1280,1370,2757,1017,409,6290,630,1980,20377
3/5/2018 20:00,1618,2168,746,1244,1330,2678,981,395,6212,623,1947,19942
3/5/2018 21:00,1549,2078,721,1193,1262,2540,937,371,6056,609,1897,19213
3/5/2018 22:00,1470,1971,676,1125,1184,2366,885,339,5817,595,1826,18254
3/5/2018 23:00,1399,1899,633,1070,1111,2201,845,310,5519,586,1760,17333
3/6/2018 0:00,1338,1846,608,1053,1055,2122,815,286,5236,581,1723,16663
3/6/2018 1:00,1314,1813,590,1028,1028,2060,800,280,5067,575,1702,16257
3/6/2018 2:00,1319,1799,580,1017,1017,2022,796,279,4941,572,1688,16030
3/6/2018 3:00,1331,1801,574,1016,1019,2012,799,278,4877,571,1685,15963
3/6/2018 4:00,1358,1849,582,1043,1043,2039,823,282,4904,577,1704,16204
3/6/2018 5:00,1421,1947,609,1105,1096,2122,864,299,5082,590,1764,16899
3/6/2018 6:00,1513,2089,650,1190,1173,2257,936,323,5410,614,1857,18012
3/6/2018 7:00,1575,2182,686,1262,1225,2361,986,343,5717,628,1924,18889
3/6/2018 8:00,1592,2224,712,1281,1254,2432,1011,351,6010,631,1942,19440
3/6/2018 9:00,1601,2248,736,1309,1281,2498,1044,357,6251,634,1983,19942
3/6/2018 10:00,1592,2254,752,1314,1269,2504,1041,360,6399,635,2000,20120
3/6/2018 11:00,1582,2237,746,1310,1249,2476,1026,355,6467,633,2003,20084
3/6/2018 12:00,1554,2207,739,1302,1234,2449,1012,350,6456,624,1986,19913
3/6/2018 13:00,1562,2197,732,1296,1219,2456,1004,345,6456,616,1984,19867
3/6/2018 14:00,1561,2177,734,1283,1227,2479,992,345,6442,612,1977,19829
3/6/2018 15:00,1585,2163,740,1276,1243,2557,980,351,6494,614,1964,19967
3/6/2018 16:00,1652,2205,766,1290,1315,2693,1013,372,6611,629,1972,20518
3/6/2018 17:00,1764,2339,814,1368,1419,2939,1061,409,6836,648,2060,21657
3/6/2018 18:00,1772,2365,818,1383,1436,2974,1068,424,6826,652,2080,21798
3/6/2018 19:00,1739,2329,805,1354,1422,2907,1049,419,6704,647,2052,21427
3/6/2018 20:00,1686,2256,780,1309,1383,2798,1011,403,6539,635,2005,20805
3/6/2018 21:00,1594,2132,742,1244,1319,2632,970,377,6305,616,1945,19876
