Time Stamp,Capitl,Centrl,Dunwod,Genese,Hud Vl,Longil,Mhk Vl,Millwd,N.Y.C.,North,West,NYISO
1/1/2018 0:00,1511,1808,722,1019,1166,2459,875,356,5670,621,1720,17927
1/1/2018 1:00,1468,1746,697,978,1125,2346,843,340,5540,617,1669,17369
1/1/2018 2:00,1437,1701,678,949,1094,2256,823,333,5391,615,1630,16907
1/1/2018 3:00,1431,1696,664,940,1080,2204,821,324,5268,616,1616,16660
1/1/2018 4:00,1441,1721,661,953,1084,2192,833,322,5220,620,1620,16667
1/1/2018 5:00,1469,1756,676,978,1102,2208,846,330,5259,632,1643,16899
1/1/2018 6:00,1516,1815,691,1014,1122,2238,882,345,5343,644,1692,17302
1/1/2018 7:00,1539,1871,694,1049,1135,2231,908,358,5383,654,1726,17548
1/1/2018 8:00,1568,1923,706,1077,1155,2242,943,367,5473,667,1740,17861
1/1/2018 9:00,1647,1981,730,1126,1192,2314,1025,385,5668,681,1810,18559
1/1/2018 10:00,1655,2011,754,1148,1206,2367,1048,391,5837,686,1837,18940
1/1/2018 11:00,1657,2023,764,1160,1219,2402,1045,394,5959,685,1841,19149
1/1/2018 12:00,1650,2011,770,1157,1221,2440,1034,394,6043,680,1828,19228
1/1/2018 13:00,1640,1982,774,1145,1228,2470,1019,391,6090,670,1811,19220
1/1/2018 14:00,1646,1950,782,1129,1232,2511,1005,393,6126,662,1810,19246
1/1/2018 15:00,1672,1965,788,1132,1250,2593,1013,396,6159,663,1821,19452
1/1/2018 16:00,1756,2071,816,1193,1318,2776,1057,416,6271,672,1876,20222
1/1/2018 17:00,1871,2257,885,1317,1433,3082,1120,460,6539,692,2010,21666
1/1/2018 18:00,1880,2279,895,1327,1451,3123,1108,478,6606,697,2057,21901
1/1/2018 19:00,1861,2243,886,1307,1433,3074,1094,475,6589,693,2044,21699
1/1/2018 20:00,1812,2167,869,1267,1401,2993,1069,464,6520,683,2019,21264
1/1/2018 21:00,1735,2064,839,1213,1341,2861,1014,441,6383,670,1970,20531
1/1/2018 22:00,1647,1945,788,1140,1267,2676,956,409,6156,656,1888,19528
1/1/2018 23:00,1568,1848,738,1079,1196,2480,913,376,5855,642,1810,18505
1/2/2018 0:00,1496,1839,699,1063,1146,2357,890,341,5620,635,1755,17841
1/2/2018 1:00,1467,1804,676,1037,1113,2269,871,327,5421,633,1719,17337
1/2/2018 2:00,1459,1787,665,1023,1099,2218,863,324,5296,632,1701,17067
1/2/2018 3:00,1464,1790,659,1024,1096,2203,865,324,5246,634,1694,16999
1/2/2018 4:00,1492,1831,668,1052,1111,2238,885,329,5278,638,1712,17234
1/2/2018 5:00,1568,1936,700,1116,1158,2350,945,349,5479,648,1774,18023
1/2/2018 6:00,1696,2104,767,1220,1245,2553,1035,384,5896,664,1891,19455
1/2/2018 7:00,1764,2201,818,1288,1295,2681,1086,406,6330,674,1979,20522
1/2/2018 8:00,1750,2201,822,1292,1299,2693,1093,406,6597,672,1987,20812
1/2/2018 9:00,1738,2203,826,1301,1310,2704,1095,412,6796,675,2017,21077
1/2/2018 10:00,1715,2202,833,1301,1296,2692,1088,411,6876,674,2029,21117
1/2/2018 11:00,1705,2183,827,1293,1290,2665,1069,404,6902,670,2023,21031
1/2/2018 12:00,1691,2152,821,1284,1285,2627,1048,397,6896,665,2006,20872
1/2/2018 13:00,1685,2141,817,1276,1279,2620,1034,392,6891,659,2000,20794
1/2/2018 14:00,1681,2110,814,1266,1278,2653,1019,389,6869,654,1982,20715
1/2/2018 15:00,1690,2106,821,1263,1293,2719,1016,393,6899,651,1968,20819
1/2/2018 16:00,1762,2169,853,1306,1350,2886,1050,413,7002,657,1996,21444
1/2/2018 17:00,1859,2317,911,1408,1449,3164,1105,450,7217,663,2101,22644
1/2/2018 18:00,1857,2333,922,1416,1461,3202,1107,466,7156,661,2115,22696
1/2/2018 19:00,1821,2296,912,1387,1446,3146,1087,462,7029,657,2093,22336
1/2/2018 20:00,1769,2227,885,1340,1417,3056,1053,447,6863,649,2058,21764
1/2/2018 21:00,1682,2101,843,1258,1356,2894,1003,422,6621,638,1991,20809
1/2/2018 22:00,1576,1964,781,1167,1268,2677,936,388,6291,625,1894,19567
1/2/2018 23:00,1487,1859,721,1098,1185,2451,879,354,5897,614,1796,18341
1/3/2018 0:00,1438,1820,682,1068,1129,2295,859,328,5599,588,1756,17562
1/3/2018 1:00,1413,1780,658,1042,1095,2202,841,316,5380,579,1724,17030
1/3/2018 2:00,1405,1762,647,1028,1080,2148,834,313,5243,577,1706,16743
1/3/2018 3:00,1408,1762,641,1030,1078,2131,835,314,5186,578,1700,16663
1/3/2018 4:00,1437,1801,651,1057,1095,2166,852,321,5223,584,1719,16906
1/3/2018 5:00,1516,1911,688,1126,1153,2291,908,344,5456,599,1786,17778
1/3/2018 6:00,1658,2103,767,1238,1263,2533,1002,383,5958,626,1913,19444
1/3/2018 7:00,1727,2197,827,1304,1318,2679,1050,404,6462,642,2005,20615
1/3/2018 8:00,1705,2177,825,1301,1312,2663,1045,399,6732,638,2009,20806
1/3/2018 9:00,1691,2159,826,1305,1315,2646,1046,398,6905,641,2037,20969
1/3/2018 10:00,1666,2145,828,1305,1286,2609,1036,392,6958,640,2047,20912
1/3/2018 11:00,1641,2119,816,1297,1259,2579,1015,383,6960,636,2039,20744
1/3/2018 12:00,1612,2088,808,1285,1235,2555,994,375,6946,630,2019,20547
1/3/2018 13:00,1596,2079,806,1280,1233,2576,989,371,6940,624,2018,20512
1/3/2018 14:00,1587,2058,802,1273,1236,2606,982,369,6908,620,2003,20444
1/3/2018 15:00,1606,2060,812,1276,1256,2665,982,375,6944,616,1992,20584
1/3/2018 16:00,1690,2131,845,1316,1324,2834,1018,398,7065,629,2028,21278
1/3/2018 17:00,1798,2271,899,1412,1431,3085,1065,435,7278,642,2126,22442
1/3/2018 18:00,1803,2288,907,1417,1448,3111,1068,450,7187,642,2142,22463
1/3/2018 19:00,1773,2266,896,1389,1437,3050,1054,446,7034,640,2117,22102
1/3/2018 20:00,1732,2209,871,1345,1413,2967,1030,434,6853,632,2081,21567
1/3/2018 21:00,1655,2100,831,1271,1354,2814,990,410,6603,617,2022,20667
1/3/2018 22:00,1552,1967,767,1182,1267,2593,933,374,6256,600,1927,19418
1/3/2018 23:00,1465,1861,704,1112,1177,2356,879,340,5829,588,1826,18137
1/4/2018 0:00,1408,1800,655,1067,1102,2168,839,312,5447,574,1761,17133
1/4/2018 1:00,1381,1760,631,1038,1065,2069,820,299,5212,568,1723,16566
1/4/2018 2:00,1374,1742,619,1024,1049,2013,813,296,5071,567,1704,16272
1/4/2018 3:00,1379,1746,613,1026,1046,1998,815,296,5013,570,1698,16200
1/4/2018 4:00,1411,1788,621,1055,1063,2035,834,302,5044,577,1720,16450
1/4/2018 5:00,1493,1900,657,1125,1118,2164,889,324,5279,594,1791,17334
1/4/2018 6:00,1643,2087,731,1240,1222,2404,982,361,5786,622,1930,19008
1/4/2018 7:00,1715,2188,794,1316,1283,2575,1032,384,6318,639,2042,20286
1/4/2018 8:00,1693,2181,804,1322,1288,2624,1035,384,6620,639,2059,20649
1/4/2018 9:00,1703,2188,820,1340,1315,2681,1055,388,6831,643,2100,21064
1/4/2018 10:00,1691,2194,829,1348,1307,2691,1056,386,6918,642,2121,21183
1/4/2018 11:00,1673,2185,826,1345,1295,2679,1045,382,6948,641,2126,21145
1/4/2018 12:00,1651,2171,821,1340,1282,2645,1032,377,6956,636,2118,21029
1/4/2018 13:00,1644,2169,820,1339,1274,2635,1032,374,6967,632,2118,21004
1/4/2018 14:00,1641,2158,820,1330,1279,2648,1026,374,6949,628,2106,20959
1/4/2018 15:00,1650,2157,830,1327,1299,2696,1026,381,6997,627,2094,21084
1/4/2018 16:00,1723,2221,860,1364,1362,2867,1057,404,7132,639,2127,21756
1/4/2018 17:00,1818,2352,908,1454,1456,3128,1106,441,7345,652,2229,22889
1/4/2018 18:00,1825,2372,912,1465,1466,3168,1114,455,7264,653,2255,22949
1/4/2018 19:00,1801,2348,899,1437,1448,3108,1101,450,7122,652,2232,22598
1/4/2018 20:00,1763,2294,875,1396,1423,3025,1080,439,6942,647,2191,22075
1/4/2018 21:00,1693,2188,838,1323,1367,2879,1044,415,6694,635,2129,21205
1/4/2018 22:00,1596,2062,780,1233,1284,2668,991,381,6358,619,2030,20002
1/4/2018 23:00,1511,1963,724,1163,1201,2449,944,350,5961,609,1925,18800
1/5/2018 0:00,1468,1915,684,1111,1144,2308,900,331,5650,601,1825,17937
1/5/2018 1:00,1443,1874,662,1081,1116,2231,883,321,5443,599,1785,17438
1/5/2018 2:00,1441,1859,655,1067,1105,2191,877,318,5318,600,1765,17196
1/5/2018 3:00,1450,1867,652,1071,1102,2190,880,320,5278,605,1758,17173
1/5/2018 4:00,1484,1917,663,1102,1121,2238,901,327,5324,612,1778,17467
1/5/2018 5:00,1567,2028,701,1174,1172,2365,951,350,5557,629,1850,18344
1/5/2018 6:00,1715,2215,779,1292,1266,2593,1036,388,6042,652,1982,19960
1/5/2018 7:00,1798,2328,842,1374,1327,2758,1087,413,6576,670,2091,21264
1/5/2018 8:00,1802,2338,856,1387,1342,2804,1100,420,6902,674,2116,21741
1/5/2018 9:00,1852,2368,884,1414,1371,2879,1142,435,7170,683,2182,22380
1/5/2018 10:00,1846,2381,900,1418,1368,2894,1140,438,7294,685,2190,22554
1/5/2018 11:00,1833,2366,897,1407,1366,2893,1124,434,7335,685,2174,22514
1/5/2018 12:00,1813,2343,891,1390,1354,2867,1109,428,7337,681,2144,22357
1/5/2018 13:00,1805,2330,888,1376,1348,2858,1105,424,7338,677,2127,22276
1/5/2018 14:00,1799,2306,885,1354,1356,2884,1096,422,7325,673,2100,22200
1/5/2018 15:00,1805,2288,890,1344,1378,2916,1090,427,7353,671,2072,22234
1/5/2018 16:00,1861,2333,913,1368,1436,3046,1109,447,7443,679,2078,22713
1/5/2018 17:00,1937,2452,947,1445,1529,3272,1138,479,7647,690,2161,23697
1/5/2018 18:00,1938,2464,952,1452,1537,3299,1143,492,7585,692,2185,23739
1/5/2018 19:00,1906,2434,939,1419,1514,3232,1129,484,7441,691,2161,23350
1/5/2018 20:00,1867,2372,919,1373,1485,3153,1112,473,7242,686,2128,22810
1/5/2018 21:00,1813,2273,892,1308,1439,3038,1096,454,6993,677,2087,22070
1/5/2018 22:00,1740,2160,846,1226,1377,2887,1055,427,6700,666,2003,21087
1/5/2018 23:00,1665,2062,800,1156,1310,2710,1007,397,6353,656,1902,20018
1/6/2018 0:00,1568,1968,752,1102,1247,2507,915,367,6035,631,1802,18894
1/6/2018 1:00,1530,1914,724,1068,1211,2402,887,351,5817,626,1759,18289
1/6/2018 2:00,1513,1890,706,1052,1194,2343,878,344,5668,626,1737,17951
1/6/2018 3:00,1511,1883,698,1048,1184,2320,876,344,5582,628,1728,17802
1/6/2018 4:00,1525,1898,700,1063,1190,2332,885,346,5561,631,1735,17866
1/6/2018 5:00,1555,1948,715,1093,1210,2373,905,357,5612,638,1763,18169
1/6/2018 6:00,1618,2026,747,1143,1244,2465,938,374,5747,647,1818,18767
1/6/2018 7:00,1672,2121,786,1207,1282,2565,978,392,5908,658,1882,19451
1/6/2018 8:00,1719,2196,822,1250,1317,2663,1018,405,6127,667,1926,20110
1/6/2018 9:00,1790,2260,862,1307,1346,2774,1097,421,6393,678,2018,20946
1/6/2018 10:00,1781,2261,875,1309,1338,2778,1096,425,6574,677,2024,21138
1/6/2018 11:00,1756,2229,869,1296,1328,2756,1077,422,6639,670,2000,21042
1/6/2018 12:00,1730,2186,857,1274,1311,2714,1058,416,6638,662,1968,20814
1/6/2018 13:00,1710,2140,840,1250,1299,2687,1041,408,6614,655,1935,20579
1/6/2018 14:00,1698,2103,825,1226,1296,2690,1027,403,6586,650,1910,20414
1/6/2018 15:00,1710,2090,824,1219,1314,2740,1021,406,6597,647,1899,20467
1/6/2018 16:00,1778,2144,844,1246,1371,2873,1039,423,6668,651,1915,20952
1/6/2018 17:00,1870,2294,887,1345,1475,3118,1074,461,6896,661,2010,22091
1/6/2018 18:00,1869,2330,888,1365,1494,3139,1082,478,6953,663,2045,22306
1/6/2018 19:00,1840,2303,878,1342,1472,3070,1073,472,6895,661,2030,22036
1/6/2018 20:00,1803,2251,867,1312,1440,2992,1061,460,6775,658,2022,21641
1/6/2018 21:00,1755,2181,857,1270,1390,2888,1045,443,6597,655,1997,21078
1/6/2018 22:00,1697,2087,829,1211,1333,2765,1019,419,6398,649,1944,20351
1/6/2018 23:00,1635,2009,792,1154,1273,2621,990,394,6164,642,1878,19552
1/7/2018 0:00,1484,1833,686,1056,1153,2352,901,340,5683,636,1757,17881
1/7/2018 1:00,1454,1796,664,1029,1118,2263,882,325,5476,633,1719,17359
1/7/2018 2:00,1445,1777,653,1015,1103,2210,874,322,5348,632,1699,17078
1/7/2018 3:00,1449,1778,647,1014,1099,2194,876,322,5296,634,1691,17000
1/7/2018 4:00,1477,1819,656,1040,1114,2227,896,328,5326,637,1708,17228
1/7/2018 5:00,1552,1926,687,1103,1162,2337,957,348,5527,647,1769,18015
1/7/2018 6:00,1682,2098,754,1205,1252,2538,1049,383,5943,663,1887,19454
1/7/2018 7:00,1749,2196,804,1273,1302,2667,1100,405,6379,673,1977,20525
1/7/2018 8:00,1734,2194,806,1278,1304,2681,1105,406,6646,671,1986,20811
1/7/2018 9:00,1720,2194,807,1286,1316,2689,1097,410,6842,673,2019,21053
1/7/2018 10:00,1702,2194,811,1288,1301,2681,1090,408,6924,671,2032,21102
1/7/2018 11:00,1691,2173,806,1284,1296,2661,1068,401,6947,668,2028,21023
1/7/2018 12:00,1676,2144,803,1275,1288,2636,1046,395,6945,661,2013,20882
1/7/2018 13:00,1665,2131,801,1273,1277,2629,1030,390,6939,655,2008,20798
1/7/2018 14:00,1660,2105,800,1262,1277,2662,1015,387,6917,651,1994,20730
1/7/2018 15:00,1670,2098,808,1262,1290,2723,1013,392,6942,648,1981,20827
1/7/2018 16:00,1745,2158,840,1303,1345,2886,1051,413,7044,654,2010,21449
1/7/2018 17:00,1845,2307,904,1404,1446,3159,1113,452,7260,661,2109,22660
1/7/2018 18:00,1843,2325,917,1409,1460,3191,1118,468,7196,659,2123,22709
1/7/2018 19:00,1807,2291,905,1381,1446,3135,1098,464,7065,655,2102,22349
1/7/2018 20:00,1755,2224,876,1334,1418,3044,1062,450,6900,648,2068,21779
1/7/2018 21:00,1667,2098,833,1252,1357,2882,1009,424,6656,636,2004,20818
1/7/2018 22:00,1560,1960,770,1161,1270,2664,940,388,6323,623,1909,19568
1/7/2018 23:00,1471,1854,710,1093,1185,2439,882,355,5925,612,1811,18337
1/8/2018 0:00,1428,1812,675,1064,1126,2281,861,327,5610,586,1756,17526
1/8/2018 1:00,1404,1773,652,1037,1092,2190,843,315,5390,577,1723,16996
1/8/2018 2:00,1397,1756,641,1024,1079,2137,836,312,5252,575,1705,16714
1/8/2018 3:00,1402,1759,635,1026,1077,2121,837,312,5196,576,1700,16641
1/8/2018 4:00,1432,1800,645,1055,1095,2156,855,319,5232,582,1719,16890
1/8/2018 5:00,1512,1913,681,1126,1152,2280,913,343,5464,598,1788,17770
1/8/2018 6:00,1657,2107,760,1241,1260,2519,1009,382,5963,624,1918,19440
1/8/2018 7:00,1725,2201,819,1311,1316,2666,1058,404,6472,640,2012,20624
1/8/2018 8:00,1699,2178,818,1305,1309,2659,1053,400,6752,636,2014,20823
1/8/2018 9:00,1677,2156,820,1302,1317,2658,1049,400,6934,638,2037,20988
1/8/2018 10:00,1650,2138,822,1297,1293,2627,1038,395,6996,636,2042,20934
1/8/2018 11:00,1625,2109,813,1286,1274,2606,1017,386,7011,632,2034,20793
1/8/2018 12:00,1600,2074,808,1275,1253,2577,998,380,6998,624,2013,20600
1/8/2018 13:00,1588,2064,807,1272,1246,2572,992,376,6987,617,2012,20533
1/8/2018 14:00,1583,2048,805,1265,1248,2604,984,375,6964,613,2003,20492
1/8/2018 15:00,1600,2048,816,1269,1271,2668,985,382,7003,610,1991,20643
1/8/2018 16:00,1682,2116,850,1310,1339,2850,1022,405,7131,625,2022,21352
1/8/2018 17:00,1791,2258,904,1404,1437,3093,1071,442,7328,640,2123,22491
1/8/2018 18:00,1797,2279,908,1410,1446,3110,1075,455,7218,641,2142,22481
1/8/2018 19:00,1768,2258,895,1384,1431,3046,1060,449,7056,639,2118,22104
1/8/2018 20:00,1727,2201,867,1343,1404,2960,1035,438,6862,631,2083,21551
1/8/2018 21:00,1650,2093,825,1271,1344,2806,993,412,6605,617,2024,20640
1/8/2018 22:00,1547,1959,761,1182,1256,2586,933,375,6254,599,1928,19380
1/8/2018 23:00,1459,1851,699,1110,1167,2350,878,340,5823,587,1826,18090
1/9/2018 0:00,1395,1786,650,1061,1088,2159,835,310,5434,570,1757,17045
1/9/2018 1:00,1365,1744,625,1031,1049,2057,815,297,5196,564,1718,16461
1/9/2018 2:00,1356,1725,613,1017,1031,1998,807,293,5053,562,1698,16153
1/9/2018 3:00,1360,1728,607,1019,1027,1981,808,293,4992,564,1692,16071
1/9/2018 4:00,1389,1770,614,1048,1043,2017,827,299,5023,571,1714,16315
1/9/2018 5:00,1469,1883,650,1119,1097,2145,882,321,5258,587,1785,17196
1/9/2018 6:00,1613,2070,722,1236,1198,2387,974,357,5766,613,1926,18862
1/9/2018 7:00,1688,2172,785,1314,1264,2563,1024,380,6305,630,2037,20162
1/9/2018 8:00,1679,2165,798,1320,1283,2617,1029,383,6619,629,2052,20574
1/9/2018 9:00,1704,2175,819,1336,1330,2677,1051,391,6851,634,2092,21060
1/9/2018 10:00,1693,2180,831,1343,1329,2695,1050,392,6944,633,2110,21200
1/9/2018 11:00,1674,2170,829,1338,1322,2679,1039,388,6975,631,2110,21155
1/9/2018 12:00,1654,2151,824,1331,1308,2654,1024,383,6988,626,2098,21041
1/9/2018 13:00,1646,2147,823,1330,1295,2646,1021,380,6990,622,2100,21000
1/9/2018 14:00,1639,2132,820,1319,1289,2660,1014,379,6966,618,2087,20923
1/9/2018 15:00,1645,2128,829,1316,1301,2704,1013,385,7007,616,2075,21019
1/9/2018 16:00,1713,2191,858,1351,1361,2875,1044,408,7144,628,2107,21680
1/9/2018 17:00,1799,2319,905,1441,1453,3125,1091,443,7346,641,2209,22772
1/9/2018 18:00,1798,2338,908,1452,1458,3160,1098,457,7253,642,2235,22799
1/9/2018 19:00,1772,2314,893,1426,1438,3098,1084,452,7104,640,2211,22432
1/9/2018 20:00,1733,2261,868,1387,1412,3013,1063,439,6917,634,2172,21899
1/9/2018 21:00,1663,2157,829,1315,1354,2866,1026,415,6665,621,2110,21021
1/9/2018 22:00,1566,2031,771,1226,1272,2654,973,380,6327,606,2012,19818
1/9/2018 23:00,1482,1932,715,1155,1188,2432,925,348,5926,596,1908,18607
1/10/2018 0:00,1435,1888,674,1105,1121,2280,885,325,5591,591,1816,17711
1/10/2018 1:00,1409,1849,652,1075,1089,2196,868,314,5379,588,1776,17195
1/10/2018 2:00,1404,1834,644,1061,1076,2151,863,312,5251,589,1756,16941
1/10/2018 3:00,1411,1841,640,1064,1073,2145,867,313,5207,593,1749,16903
1/10/2018 4:00,1444,1886,650,1092,1090,2190,887,320,5249,599,1767,17174
1/10/2018 5:00,1524,1996,688,1160,1142,2318,938,342,5480,616,1836,18040
1/10/2018 6:00,1670,2177,765,1273,1237,2552,1022,380,5967,639,1966,19648
1/10/2018 7:00,1751,2287,828,1353,1298,2720,1075,405,6496,657,2076,20946
1/10/2018 8:00,1753,2297,840,1368,1309,2764,1090,409,6814,660,2103,21407
1/10/2018 9:00,1806,2328,865,1397,1341,2831,1134,417,7071,669,2170,22029
1/10/2018 10:00,1801,2343,878,1406,1337,2838,1135,419,7185,671,2187,22200
1/10/2018 11:00,1788,2333,876,1400,1332,2826,1121,415,7225,671,2180,22167
1/10/2018 12:00,1769,2314,870,1392,1323,2791,1109,410,7229,667,2160,22034
1/10/2018 13:00,1761,2304,868,1382,1322,2778,1109,407,7236,664,2148,21979
1/10/2018 14:00,1756,2284,866,1365,1330,2809,1102,406,7224,660,2129,21931
1/10/2018 15:00,1766,2266,873,1353,1353,2857,1096,412,7255,658,2105,21994
1/10/2018 16:00,1823,2311,898,1378,1410,3002,1116,434,7351,668,2117,22508
1/10/2018 17:00,1892,2422,933,1451,1495,3231,1143,470,7545,678,2197,23457
1/10/2018 18:00,1886,2425,935,1453,1496,3256,1145,483,7476,679,2215,23449
1/10/2018 19:00,1851,2390,921,1419,1471,3187,1128,475,7329,677,2188,23036
1/10/2018 20:00,1813,2329,899,1374,1442,3103,1109,462,7132,672,2152,22487
1/10/2018 21:00,1760,2233,870,1309,1394,2983,1090,441,6885,663,2110,21738
1/10/2018 22:00,1688,2123,825,1228,1331,2826,1048,412,6596,652,2025,20754
1/10/2018 23:00,1615,2027,779,1159,1262,2645,997,383,6256,642,1923,19688
1/11/2018 0:00,1530,1946,740,1103,1209,2469,903,358,5970,622,1811,18661
1/11/2018 1:00,1497,1895,711,1069,1176,2369,877,343,5753,618,1764,18072
1/11/2018 2:00,1482,1875,694,1052,1161,2313,868,337,5604,617,1739,17742
1/11/2018 3:00,1483,1871,687,1049,1155,2295,867,338,5523,620,1728,17616
1/11/2018 4:00,1500,1890,691,1064,1165,2314,875,342,5514,623,1734,17712
1/11/2018 5:00,1533,1943,710,1094,1190,2364,894,354,5585,631,1764,18062
1/11/2018 6:00,1591,2022,744,1143,1227,2461,923,372,5749,641,1822,18695
1/11/2018 7:00,1648,2112,787,1206,1269,2566,959,390,5932,654,1889,19412
1/11/2018 8:00,1703,2189,825,1249,1308,2675,998,404,6172,665,1934,20122
1/11/2018 9:00,1780,2258,867,1307,1346,2800,1081,421,6445,678,2022,21005
1/11/2018 10:00,1772,2263,881,1313,1339,2807,1081,425,6618,678,2028,21205
1/11/2018 11:00,1748,2233,874,1301,1326,2775,1062,421,6674,673,2003,21090
1/11/2018 12:00,1718,2191,862,1278,1304,2728,1043,415,6668,665,1971,20843
1/11/2018 13:00,1695,2151,844,1256,1290,2693,1027,406,6632,659,1935,20588
1/11/2018 14:00,1683,2112,824,1235,1288,2698,1014,399,6597,652,1908,20410
1/11/2018 15:00,1691,2101,819,1230,1302,2739,1007,400,6605,649,1894,20437
1/11/2018 16:00,1759,2159,840,1256,1362,2874,1021,418,6675,654,1913,20931
1/11/2018 17:00,1852,2302,887,1351,1467,3124,1050,457,6921,664,2014,22089
1/11/2018 18:00,1849,2326,892,1365,1485,3152,1054,475,6991,665,2052,22306
1/11/2018 19:00,1818,2285,883,1336,1466,3088,1044,471,6936,660,2033,22020
1/11/2018 20:00,1779,2228,871,1302,1436,3014,1033,459,6810,656,2021,21609
1/11/2018 21:00,1728,2149,861,1252,1386,2915,1018,442,6630,650,1990,21021
1/11/2018 22:00,1667,2050,831,1188,1327,2792,993,418,6421,642,1932,20261
1/11/2018 23:00,1600,1961,792,1125,1265,2637,959,390,6170,633,1855,19387
1/12/2018 0:00,1519,1882,743,1068,1207,2449,877,359,5967,622,1758,18451
1/12/2018 1:00,1483,1831,713,1033,1170,2346,849,344,5750,619,1714,17852
1/12/2018 2:00,1466,1808,694,1013,1150,2283,839,337,5580,618,1689,17477
1/12/2018 3:00,1463,1799,685,1007,1142,2257,836,336,5487,620,1676,17308
1/12/2018 4:00,1475,1808,686,1015,1147,2262,843,338,5455,621,1675,17325
1/12/2018 5:00,1497,1844,701,1034,1165,2291,860,346,5493,626,1691,17548
1/12/2018 6:00,1541,1909,726,1069,1195,2358,890,361,5580,635,1730,17994
1/12/2018 7:00,1578,1980,754,1117,1224,2417,925,373,5672,642,1775,18457
1/12/2018 8:00,1620,2037,776,1149,1251,2465,963,381,5847,649,1800,18938
1/12/2018 9:00,1671,2077,809,1192,1285,2554,1049,392,6023,661,1861,19574
1/12/2018 10:00,1671,2069,821,1194,1278,2544,1047,393,6210,660,1867,19754
1/12/2018 11:00,1654,2042,814,1191,1264,2519,1029,388,6317,654,1859,19731
1/12/2018 12:00,1632,2013,804,1182,1246,2485,1010,381,6345,646,1845,19589
1/12/2018 13:00,1612,1980,789,1171,1234,2476,992,374,6357,640,1827,19452
1/12/2018 14:00,1603,1953,776,1160,1239,2494,978,369,6356,635,1815,19378
1/12/2018 15:00,1620,1965,777,1163,1260,2560,973,372,6400,632,1818,19540
1/12/2018 16:00,1703,2041,801,1205,1323,2717,997,392,6511,638,1855,20183
1/12/2018 17:00,1819,2210,851,1310,1431,2980,1038,432,6785,647,1963,21466
1/12/2018 18:00,1825,2249,860,1326,1452,3019,1047,452,6870,648,1994,21742
1/12/2018 19:00,1799,2222,856,1302,1433,2975,1039,450,6814,646,1976,21512
1/12/2018 20:00,1756,2166,849,1271,1400,2916,1023,440,6687,643,1961,21112
1/12/2018 21:00,1680,2071,832,1215,1339,2802,994,420,6475,638,1917,20383
1/12/2018 22:00,1595,1958,789,1145,1269,2645,957,390,6171,629,1848,19396
1/12/2018 23:00,1522,1871,741,1082,1201,2469,924,360,5813,622,1776,18381
1/13/2018 0:00,1436,1817,668,1068,1130,2287,869,332,5644,585,1763,17599
1/13/2018 1:00,1413,1778,647,1041,1097,2198,851,320,5424,577,1730,17076
1/13/2018 2:00,1408,1762,637,1028,1083,2146,845,318,5287,575,1712,16801
1/13/2018 3:00,1413,1765,631,1031,1082,2131,846,319,5233,576,1707,16734
1/13/2018 4:00,1444,1807,642,1059,1100,2166,865,326,5271,581,1726,16987
1/13/2018 5:00,1524,1920,677,1130,1158,2290,925,349,5505,597,1794,17869
1/13/2018 6:00,1666,2113,754,1244,1268,2528,1025,387,6003,622,1924,19534
1/13/2018 7:00,1734,2206,811,1312,1324,2672,1074,408,6511,636,2016,20704
1/13/2018 8:00,1706,2182,809,1304,1317,2656,1066,403,6786,633,2016,20878
1/13/2018 9:00,1672,2156,806,1299,1323,2640,1041,401,6963,634,2030,20965
1/13/2018 10:00,1641,2136,808,1292,1297,2600,1028,396,7018,631,2035,20882
1/13/2018 11:00,1615,2108,799,1280,1277,2574,1006,388,7029,627,2030,20733
1/13/2018 12:00,1590,2072,797,1267,1259,2546,984,382,7016,620,2009,20542
1/13/2018 13:00,1580,2057,794,1265,1250,2560,977,377,7004,613,2010,20487
1/13/2018 14:00,1578,2036,793,1259,1249,2593,968,376,6982,609,1996,20439
1/13/2018 15:00,1598,2035,805,1264,1271,2663,971,382,7022,607,1988,20606
1/13/2018 16:00,1686,2108,840,1308,1339,2842,1014,406,7145,621,2025,21334
1/13/2018 17:00,1802,2256,898,1401,1441,3092,1074,442,7347,637,2130,22520
1/13/2018 18:00,1811,2282,906,1406,1453,3113,1081,457,7243,640,2148,22540
1/13/2018 19:00,1782,2263,892,1381,1442,3052,1067,452,7083,638,2126,22178
1/13/2018 20:00,1741,2206,863,1340,1416,2967,1038,440,6893,631,2088,21623
1/13/2018 21:00,1660,2098,820,1267,1357,2812,991,415,6638,617,2025,20700
1/13/2018 22:00,1555,1963,755,1179,1269,2591,928,378,6285,601,1928,19432
1/13/2018 23:00,1466,1856,693,1108,1179,2356,872,343,5852,590,1824,18139
1/14/2018 0:00,1408,1791,649,1060,1092,2170,842,313,5459,572,1757,17113
1/14/2018 1:00,1380,1750,625,1030,1054,2067,824,300,5222,566,1718,16536
1/14/2018 2:00,1371,1731,614,1016,1036,2008,816,296,5078,564,1698,16228
1/14/2018 3:00,1374,1734,607,1018,1032,1989,817,295,5017,566,1692,16141
1/14/2018 4:00,1404,1776,614,1047,1046,2023,836,301,5046,572,1714,16379
1/14/2018 5:00,1483,1890,647,1118,1097,2148,891,322,5277,588,1786,17247
1/14/2018 6:00,1624,2079,717,1235,1193,2382,984,358,5776,614,1925,18887
